id_estudiante,carrera,semestre,promedio,asistencia,participacion,asignaturas_desaprobadas,acceso_virtual,socioeconomico
1938,Administración,1,14.48,81.2,alta,2,5,medio
1939,Administración,2,13.7,68.72,media,5,5,medio
1940,Educación,7,6.64,56.67,media,2,6,alto
1941,Educación,2,16.76,72.35,baja,2,7,medio
1942,Contabilidad,7,11.28,79.93,alta,2,2,alto
1943,Administración,9,16.31,86.2,baja,0,4,alto
1944,Administración,2,13.79,91.3,baja,4,1,medio
1945,Ingeniería,7,12.62,62.8,media,1,0,medio
1946,Contabilidad,4,11.76,62.06,alta,0,5,bajo
1947,Ingeniería,2,18.9,78.26,baja,3,1,alto
1948,Administración,7,11.32,78.3,baja,2,4,bajo
1949,Contabilidad,5,10.32,60.9,alta,2,5,alto
1950,Educación,1,10.55,79.37,baja,1,1,medio
1951,Contabilidad,5,12.0,67.29,media,2,4,alto
1952,Educación,3,12.0,81.97,baja,2,5,bajo
1953,Educación,7,14.51,64.55,media,1,4,alto
1954,Contabilidad,6,13.9,79.61,media,4,6,medio
1955,Educación,8,13.9,88.42,media,0,3,bajo
1956,Ingeniería,5,11.43,99.01,media,4,7,alto
1957,Administración,2,13.69,95.55,media,1,7,alto
1958,Educación,9,13.95,75.18,media,5,5,alto
1959,Ingeniería,8,11.8,74.42,baja,5,4,alto
1960,Educación,6,12.7,71.89,alta,5,3,alto
1961,Administración,10,13.95,51.39,baja,2,5,medio
1962,Ingeniería,7,12.53,58.3,alta,2,5,medio
1963,Administración,9,12.77,52.96,baja,4,4,bajo
1964,Administración,7,15.52,84.82,alta,3,6,alto
1965,Ingeniería,3,12.55,70.66,baja,0,4,medio
1966,Ingeniería,6,10.48,53.19,media,2,1,medio
1967,Ingeniería,7,8.64,84.53,alta,1,6,alto
1968,Contabilidad,2,12.28,82.22,baja,4,6,bajo
1969,Ingeniería,3,11.17,86.0,media,0,3,alto
1970,Ingeniería,4,14.02,79.99,baja,5,5,bajo
1971,Ingeniería,10,15.94,58.08,alta,3,0,bajo
1972,Ingeniería,6,9.43,53.07,baja,5,0,medio
1973,Educación,1,9.79,90.86,baja,5,7,bajo
1974,Contabilidad,9,11.94,60.79,media,2,1,medio
1975,Administración,5,10.0,77.13,media,4,0,medio
1976,Ingeniería,7,11.44,74.26,media,2,0,alto
1977,Educación,9,10.66,96.05,alta,4,4,alto
1978,Educación,9,9.48,77.62,media,3,2,bajo
1979,Educación,1,14.06,79.0,alta,1,2,alto
1980,Administración,1,12.19,65.98,media,1,7,alto
1981,Ingeniería,3,16.58,97.93,media,0,7,bajo
1982,Contabilidad,6,12.9,80.62,media,2,0,alto
1983,Contabilidad,2,15.22,50.25,media,2,1,medio
1984,Educación,10,10.18,77.8,alta,2,1,alto
1985,Administración,1,10.15,68.19,alta,1,3,alto
1986,Administración,1,17.55,51.61,alta,0,1,alto
1987,Administración,5,10.48,71.58,media,1,1,medio
1988,Contabilidad,4,9.63,88.68,media,5,4,bajo
1989,Educación,1,9.07,75.19,media,4,4,medio
1990,Ingeniería,4,16.79,81.97,alta,2,5,bajo
1991,Contabilidad,3,11.31,81.99,baja,4,0,medio
1992,Educación,2,13.01,83.55,baja,5,5,alto
1993,Educación,9,12.38,69.38,baja,3,1,medio
1994,Ingeniería,1,10.19,68.5,alta,4,2,bajo
1995,Ingeniería,7,11.26,50.23,baja,4,1,alto
1996,Ingeniería,4,14.11,57.71,alta,4,6,bajo
1997,Administración,5,8.94,97.54,alta,1,7,alto
1998,Ingeniería,10,13.69,92.12,media,4,1,alto
1999,Educación,5,15.59,63.76,media,5,7,medio
2000,Ingeniería,1,12.73,70.06,alta,2,0,bajo
2001,Educación,6,15.33,97.0,baja,0,2,medio
2002,Contabilidad,9,8.57,62.52,alta,3,7,bajo
2003,Administración,2,7.42,76.63,alta,2,0,medio
2004,Contabilidad,7,12.61,51.1,baja,0,1,alto
2005,Contabilidad,6,10.53,80.99,media,2,2,bajo
2006,Educación,5,14.2,96.5,alta,4,1,bajo
2007,Contabilidad,4,11.22,94.24,media,3,7,medio
2008,Educación,4,12.37,75.1,media,2,5,bajo
2009,Ingeniería,6,12.2,82.48,media,3,0,medio
2010,Ingeniería,4,12.28,78.49,alta,1,7,medio
2011,Educación,5,10.64,53.35,baja,1,6,bajo
2012,Ingeniería,6,8.59,57.94,baja,4,0,medio
2013,Administración,5,11.45,98.19,media,4,4,bajo
2014,Contabilidad,7,15.63,62.8,media,1,2,alto
2015,Administración,9,10.48,69.22,baja,2,4,medio
2016,Contabilidad,10,10.46,75.45,media,0,7,alto
2017,Ingeniería,7,12.39,98.96,baja,0,5,medio
2018,Administración,7,9.06,84.5,baja,1,6,bajo
2019,Ingeniería,4,14.51,81.48,alta,0,2,medio
2020,Contabilidad,1,9.3,76.22,media,2,7,medio
2021,Educación,8,11.28,85.03,media,0,3,bajo
2022,Educación,4,18.35,83.2,alta,5,6,alto
2023,Administración,1,9.14,95.14,baja,0,2,bajo
2024,Ingeniería,5,15.68,77.09,media,5,6,alto
2025,Ingeniería,8,12.3,71.08,alta,1,6,alto
2026,Administración,4,12.66,90.36,baja,3,7,medio
2027,Educación,8,9.98,89.99,alta,3,1,medio
2028,Contabilidad,8,14.0,58.49,alta,2,2,alto
2029,Administración,3,11.09,61.84,alta,3,4,bajo
2030,Contabilidad,9,9.13,97.93,alta,4,0,alto
2031,Educación,3,15.64,72.21,baja,1,0,medio
2032,Ingeniería,1,11.04,75.98,alta,5,7,bajo
2033,Educación,2,7.35,65.51,baja,5,2,bajo
2034,Administración,6,11.33,74.05,alta,3,3,medio
2035,Ingeniería,10,14.02,87.17,alta,0,0,bajo
2036,Administración,2,13.62,74.12,media,3,5,bajo
2037,Administración,6,10.4,65.74,media,1,0,alto
2038,Educación,1,9.56,54.8,media,0,6,alto
2039,Administración,1,8.58,96.41,media,0,5,medio
2040,Educación,5,11.94,93.58,alta,5,5,alto
2041,Ingeniería,10,12.38,89.57,alta,1,5,bajo
2042,Educación,9,13.77,84.7,baja,2,0,medio
2043,Ingeniería,8,11.63,75.78,alta,2,3,medio
2044,Educación,3,11.55,94.87,baja,1,4,medio
2045,Contabilidad,3,11.3,89.59,alta,5,2,bajo
2046,Contabilidad,1,12.38,90.8,alta,1,5,alto
2047,Administración,3,11.67,65.48,baja,1,7,bajo
2048,Educación,1,14.35,71.17,media,0,3,bajo
2049,Educación,8,12.78,85.34,alta,0,6,alto
2050,Ingeniería,1,12.27,68.55,media,1,6,alto
2051,Administración,5,11.9,74.7,baja,5,2,bajo
2052,Educación,9,9.65,82.33,alta,0,1,alto
2053,Administración,7,12.0,71.89,baja,4,5,bajo
2054,Contabilidad,4,10.38,89.65,alta,1,2,alto
2055,Educación,9,12.87,55.81,baja,0,5,bajo
2056,Educación,9,11.48,85.9,baja,2,0,alto
2057,Administración,2,16.16,57.26,media,1,3,medio
2058,Educación,10,8.85,96.89,media,1,5,alto
2059,Administración,10,4.25,65.7,media,1,3,bajo
2060,Educación,6,12.67,89.77,alta,3,4,alto
2061,Ingeniería,4,10.39,76.07,baja,1,1,alto
2062,Administración,8,12.4,54.55,media,2,6,bajo
2063,Educación,7,8.91,79.13,alta,0,6,alto
2064,Contabilidad,7,16.77,95.61,media,1,4,medio
2065,Educación,10,11.03,57.86,alta,5,4,medio
2066,Contabilidad,9,10.23,66.07,baja,4,1,medio
2067,Contabilidad,5,16.73,71.96,baja,5,0,medio
2068,Ingeniería,6,14.1,63.75,baja,5,3,alto
2069,Administración,1,15.47,97.19,alta,0,2,medio
2070,Educación,6,11.57,68.88,baja,2,1,alto
2071,Ingeniería,2,12.12,82.9,alta,3,4,medio
2072,Educación,6,10.51,61.2,alta,2,7,medio
2073,Contabilidad,9,10.22,60.99,alta,5,6,bajo
2074,Administración,8,13.0,58.79,baja,3,2,alto
2075,Educación,9,11.08,71.74,baja,0,5,alto
2076,Educación,10,17.55,76.64,baja,3,1,alto
2077,Contabilidad,8,14.11,50.54,alta,0,5,bajo
2078,Educación,3,16.71,91.65,baja,2,1,alto
2079,Educación,8,6.43,75.64,alta,5,0,bajo
2080,Contabilidad,6,16.74,57.86,baja,2,5,alto
2081,Ingeniería,6,6.04,53.36,alta,3,0,medio
2082,Contabilidad,6,8.85,53.16,media,4,3,bajo
2083,Ingeniería,3,7.62,62.88,baja,5,3,bajo
2084,Administración,10,12.61,74.96,baja,5,2,bajo
2085,Ingeniería,1,11.95,93.01,alta,2,3,alto
2086,Ingeniería,4,13.99,95.15,alta,3,7,medio
2087,Administración,10,11.78,91.62,alta,1,5,bajo
2088,Ingeniería,6,15.06,66.43,media,0,5,bajo
2089,Contabilidad,10,9.67,65.33,baja,1,1,alto
2090,Ingeniería,2,15.12,99.37,alta,1,7,alto
2091,Administración,7,11.92,84.06,media,1,1,medio
2092,Contabilidad,7,17.89,65.25,media,3,1,bajo
2093,Administración,4,14.18,66.45,alta,2,5,bajo
2094,Administración,4,11.24,71.73,baja,5,1,bajo
2095,Educación,1,11.91,81.09,alta,1,0,bajo
2096,Educación,2,9.48,94.9,alta,3,1,bajo
2097,Administración,9,12.9,59.92,alta,2,7,medio
2098,Administración,10,11.24,54.22,media,0,1,bajo
2099,Administración,8,13.81,70.29,media,2,1,alto
2100,Educación,8,8.66,62.27,baja,2,4,bajo
2101,Educación,9,11.18,78.8,media,1,5,bajo
2102,Ingeniería,7,9.1,84.96,alta,3,5,bajo
2103,Ingeniería,9,9.26,65.54,media,5,2,bajo
2104,Administración,10,13.52,84.27,baja,4,5,bajo
2105,Contabilidad,2,14.81,67.16,alta,0,7,medio
2106,Contabilidad,6,6.17,81.75,alta,3,6,alto
2107,Educación,3,16.65,81.65,media,5,2,medio
2108,Educación,6,15.51,63.91,media,1,7,alto
2109,Educación,3,8.63,81.79,baja,3,7,alto
2110,Administración,8,14.07,69.05,alta,5,1,alto
2111,Contabilidad,4,10.85,66.82,baja,4,5,bajo
2112,Ingeniería,10,11.75,64.46,media,0,1,medio
2113,Administración,6,13.51,67.28,alta,2,2,alto
2114,Ingeniería,9,13.2,89.34,media,5,3,alto
2115,Ingeniería,2,10.57,62.26,alta,0,4,bajo
2116,Administración,2,10.56,84.1,baja,4,4,bajo
2117,Ingeniería,7,10.7,95.03,alta,0,5,medio
2118,Contabilidad,2,14.86,67.52,media,5,3,alto
2119,Ingeniería,2,7.35,51.48,alta,0,1,alto
2120,Contabilidad,4,11.6,51.23,baja,1,2,alto
2121,Contabilidad,9,15.93,56.98,media,2,6,medio
2122,Contabilidad,8,13.76,55.5,baja,4,4,bajo
2123,Educación,2,14.63,87.4,alta,1,3,bajo
2124,Ingeniería,8,11.63,64.74,alta,0,7,medio
2125,Administración,4,9.09,82.63,alta,0,6,bajo
2126,Administración,2,12.14,52.12,alta,3,3,alto
2127,Ingeniería,10,10.28,64.79,media,1,0,alto
2128,Educación,7,17.58,61.71,alta,4,5,medio
2129,Educación,6,11.6,63.84,media,4,3,bajo
2130,Contabilidad,10,13.59,59.54,media,4,7,medio
2131,Ingeniería,5,16.26,80.9,media,5,0,medio
2132,Ingeniería,1,9.26,83.13,alta,5,0,bajo
2133,Administración,2,6.3,57.42,alta,5,5,medio
2134,Ingeniería,8,13.23,87.06,baja,4,4,alto
2135,Educación,1,13.7,62.5,alta,0,6,medio
2136,Ingeniería,3,10.96,64.15,alta,5,6,alto
2137,Administración,2,9.11,91.44,alta,0,1,alto
2138,Contabilidad,5,12.77,95.06,media,1,1,medio
2139,Administración,4,11.94,91.24,baja,2,3,alto
2140,Administración,7,12.81,57.39,alta,4,2,medio
2141,Contabilidad,5,9.17,99.96,baja,0,6,medio
2142,Administración,8,12.81,83.61,media,1,6,bajo
2143,Administración,4,14.05,75.53,baja,4,2,medio
2144,Ingeniería,6,8.24,97.74,baja,2,0,alto
2145,Ingeniería,4,15.65,90.87,baja,4,6,medio
2146,Contabilidad,2,12.64,84.59,baja,5,5,medio
2147,Ingeniería,1,14.13,91.92,baja,3,3,bajo
2148,Ingeniería,1,8.8,69.27,media,4,3,bajo
2149,Administración,8,13.71,84.22,alta,3,1,alto
2150,Educación,4,7.89,59.53,baja,2,2,alto
2151,Ingeniería,5,9.63,99.4,media,3,4,alto
2152,Educación,8,12.66,79.45,media,2,6,alto
2153,Ingeniería,7,11.31,90.71,alta,1,6,bajo
2154,Ingeniería,8,12.07,70.37,media,3,5,medio
2155,Contabilidad,8,16.82,87.93,alta,5,3,bajo
2156,Contabilidad,6,12.03,69.37,baja,4,7,bajo
2157,Contabilidad,10,13.77,79.5,media,4,3,bajo
2158,Educación,2,11.83,88.91,media,1,1,medio
2159,Administración,6,11.76,55.82,media,0,4,medio
2160,Ingeniería,1,9.55,67.84,baja,5,4,bajo
2161,Ingeniería,1,12.92,77.25,alta,5,7,medio
2162,Ingeniería,3,18.34,66.7,alta,2,7,bajo
2163,Educación,3,12.22,65.46,media,5,4,bajo
2164,Contabilidad,5,11.33,64.08,media,0,5,alto
2165,Administración,1,14.85,61.39,baja,0,4,bajo
2166,Educación,10,14.56,92.45,baja,1,6,bajo
2167,Contabilidad,6,13.1,96.18,alta,1,2,bajo
2168,Educación,7,11.23,85.01,media,3,5,alto
2169,Administración,10,14.86,51.5,media,5,7,medio
2170,Contabilidad,3,12.3,89.31,media,3,6,alto
2171,Educación,4,14.28,76.6,media,3,0,medio
2172,Administración,10,9.95,87.91,baja,3,6,alto
2173,Ingeniería,10,10.53,71.87,baja,3,4,medio
2174,Administración,10,12.24,52.06,alta,4,0,alto
2175,Ingeniería,10,8.91,84.09,media,1,0,bajo
2176,Educación,10,11.08,72.21,baja,2,6,medio
2177,Contabilidad,3,8.8,93.7,media,2,1,alto
2178,Contabilidad,1,8.14,86.91,alta,2,4,alto
2179,Educación,8,18.09,67.98,media,2,2,alto
2180,Contabilidad,10,10.48,86.2,baja,2,7,medio
2181,Contabilidad,10,10.7,74.76,baja,4,1,bajo
2182,Ingeniería,2,12.2,59.97,alta,1,6,alto
2183,Educación,1,9.35,70.99,alta,5,1,medio
2184,Administración,8,10.75,61.13,media,3,6,medio
2185,Ingeniería,7,16.59,50.25,media,3,0,bajo
2186,Educación,7,12.9,62.34,baja,3,3,bajo
2187,Ingeniería,4,14.47,60.48,baja,1,2,bajo
2188,Administración,9,15.93,50.22,baja,1,5,medio
2189,Administración,6,12.53,89.2,alta,5,7,medio
2190,Educación,2,11.45,53.85,alta,4,7,bajo
2191,Administración,1,8.42,72.45,alta,4,7,alto
2192,Ingeniería,1,11.04,70.89,media,5,4,bajo
2193,Administración,9,11.59,59.07,alta,3,4,bajo
2194,Ingeniería,4,9.98,98.34,media,5,2,bajo
2195,Ingeniería,5,15.86,80.19,media,1,4,bajo
2196,Administración,3,14.76,90.68,media,3,3,alto
2197,Educación,4,14.46,74.81,alta,4,5,alto
2198,Contabilidad,8,11.71,86.14,baja,5,3,bajo
2199,Administración,4,9.42,98.49,alta,3,7,medio
2200,Ingeniería,9,15.32,67.42,alta,4,4,medio
2201,Ingeniería,9,12.84,75.21,alta,0,1,alto
2202,Administración,6,13.93,75.73,media,2,7,bajo
2203,Educación,2,13.55,99.6,baja,0,5,medio
2204,Educación,10,12.78,61.65,alta,5,5,alto
2205,Ingeniería,7,17.0,83.77,alta,3,7,alto
2206,Ingeniería,9,10.36,56.91,media,3,4,alto
2207,Educación,6,11.23,96.35,alta,1,4,alto
2208,Contabilidad,3,16.1,79.52,alta,2,2,bajo
2209,Administración,7,12.21,92.97,media,4,7,alto
2210,Ingeniería,5,11.69,94.76,alta,3,3,medio
2211,Ingeniería,1,11.37,77.86,baja,4,5,bajo
2212,Educación,3,13.7,84.1,media,4,1,alto
2213,Administración,5,11.43,84.94,baja,4,2,medio
2214,Educación,7,11.15,73.02,alta,0,2,medio
2215,Administración,3,13.66,71.74,media,4,1,medio
2216,Administración,6,12.23,59.31,media,1,1,bajo
2217,Administración,5,9.48,69.2,alta,0,2,bajo
2218,Ingeniería,1,12.08,99.54,baja,0,4,medio
2219,Contabilidad,10,15.49,63.49,alta,3,6,bajo
2220,Educación,6,13.91,88.12,media,2,1,alto
2221,Contabilidad,8,15.79,52.97,media,2,7,alto
2222,Educación,1,10.17,73.37,media,5,5,alto
2223,Administración,2,14.68,52.92,alta,3,0,bajo
2224,Ingeniería,4,10.38,73.79,alta,2,1,bajo
2225,Contabilidad,2,8.92,51.38,alta,4,5,bajo
2226,Ingeniería,9,9.99,80.66,baja,1,2,medio
2227,Educación,10,12.33,79.33,baja,4,0,alto
2228,Ingeniería,8,14.57,89.89,baja,2,2,medio
2229,Ingeniería,8,12.78,79.16,media,2,3,medio
2230,Contabilidad,4,11.62,96.3,baja,1,3,alto
2231,Administración,5,9.42,89.16,media,0,4,bajo
2232,Ingeniería,4,13.76,56.63,baja,0,7,medio
2233,Administración,9,14.41,63.27,baja,1,7,medio
2234,Educación,2,12.75,51.31,media,0,1,bajo
2235,Ingeniería,8,9.37,69.31,alta,2,6,bajo
2236,Contabilidad,2,14.02,75.48,baja,0,6,alto
2237,Educación,1,15.07,97.3,media,2,2,medio
2238,Educación,10,15.83,76.11,alta,3,0,alto
2239,Contabilidad,3,10.91,89.05,alta,4,5,medio
2240,Ingeniería,9,13.09,63.4,alta,0,1,alto
2241,Ingeniería,3,10.66,57.66,media,3,4,alto
2242,Educación,9,9.69,90.54,baja,5,2,bajo
2243,Ingeniería,7,15.96,62.37,baja,0,5,medio
2244,Administración,10,13.41,93.57,baja,3,5,alto
2245,Contabilidad,1,15.23,58.49,alta,1,2,bajo
2246,Administración,10,8.94,92.58,baja,3,3,bajo
2247,Ingeniería,5,12.72,88.64,media,2,4,bajo
2248,Educación,9,13.27,80.56,baja,1,5,medio
2249,Contabilidad,3,9.92,92.51,baja,1,2,alto
2250,Ingeniería,9,15.72,66.54,baja,2,3,medio
2251,Ingeniería,5,11.39,58.3,baja,0,6,medio
2252,Educación,9,13.13,57.85,media,1,6,bajo
2253,Educación,10,10.62,63.52,baja,0,3,medio
2254,Administración,6,9.01,72.31,alta,4,0,medio
2255,Contabilidad,9,14.28,93.8,baja,3,5,alto
2256,Contabilidad,7,12.95,54.48,alta,3,4,bajo
2257,Educación,7,12.59,95.76,alta,2,4,bajo
2258,Administración,8,11.3,96.27,alta,2,6,alto
2259,Contabilidad,7,12.88,86.36,media,5,2,medio
2260,Educación,9,15.17,95.01,alta,3,6,alto
2261,Ingeniería,9,10.29,88.5,alta,4,0,alto
2262,Contabilidad,6,13.4,76.42,baja,2,1,medio
2263,Administración,7,12.51,80.04,media,4,2,bajo
2264,Administración,2,11.54,81.41,media,5,3,alto
2265,Administración,9,7.89,56.34,media,2,1,medio
2266,Ingeniería,1,11.97,59.65,alta,1,1,bajo
2267,Contabilidad,1,13.68,76.17,alta,5,5,alto
2268,Contabilidad,3,12.81,55.76,alta,0,7,alto
2269,Ingeniería,6,8.4,98.25,baja,3,7,bajo
2270,Contabilidad,5,15.12,75.36,alta,0,2,alto
2271,Ingeniería,2,16.12,69.0,media,5,5,alto
2272,Ingeniería,9,11.73,57.88,baja,3,0,medio
2273,Ingeniería,10,17.78,70.83,baja,5,4,alto
2274,Administración,4,9.93,65.12,media,2,0,alto
2275,Contabilidad,4,8.82,54.4,alta,0,2,medio
2276,Ingeniería,5,9.46,98.35,baja,5,4,medio
2277,Contabilidad,8,12.61,63.25,media,5,1,bajo
2278,Administración,10,7.55,84.52,alta,4,6,bajo
2279,Ingeniería,4,11.22,54.57,baja,5,6,bajo
2280,Educación,5,19.34,95.66,baja,2,3,medio
2281,Administración,4,8.24,79.54,baja,5,5,alto
2282,Educación,6,10.63,82.84,baja,1,0,alto
2283,Contabilidad,3,9.41,89.09,baja,0,5,alto
2284,Contabilidad,8,11.29,80.3,alta,0,5,alto
2285,Administración,6,11.13,53.55,media,1,6,medio
2286,Contabilidad,10,10.33,71.48,baja,3,4,bajo
2287,Educación,5,11.61,63.1,media,2,0,bajo
2288,Ingeniería,2,13.58,74.34,media,1,4,bajo
2289,Ingeniería,10,15.46,70.22,media,5,3,medio
2290,Ingeniería,10,11.29,91.33,alta,4,5,bajo
2291,Administración,7,12.01,62.35,media,2,2,medio
2292,Contabilidad,2,13.16,60.07,media,1,6,alto
2293,Educación,1,8.91,97.9,media,1,2,medio
2294,Contabilidad,7,11.62,97.48,baja,0,4,medio
2295,Contabilidad,5,10.74,99.67,baja,0,4,bajo
2296,Contabilidad,1,14.38,78.42,media,0,2,alto
2297,Ingeniería,4,16.38,55.66,alta,2,1,medio
2298,Educación,4,10.06,94.01,baja,5,6,medio
2299,Educación,10,15.2,57.26,baja,3,1,medio
2300,Contabilidad,7,8.35,57.78,media,2,6,medio
2301,Ingeniería,9,12.5,59.67,media,0,1,bajo
2302,Ingeniería,2,12.65,82.67,alta,0,6,bajo
2303,Educación,1,8.29,55.36,baja,2,3,bajo
2304,Ingeniería,2,9.93,88.91,media,5,7,alto
2305,Ingeniería,7,9.69,52.91,baja,5,4,bajo
2306,Ingeniería,10,8.72,55.52,media,1,0,medio
2307,Administración,6,5.33,71.72,media,1,0,medio
2308,Contabilidad,4,11.48,68.96,alta,0,4,alto
2309,Educación,1,11.78,99.49,baja,0,2,alto
2310,Educación,1,11.76,98.34,baja,3,7,medio
2311,Administración,5,13.91,59.48,media,5,4,bajo
2312,Contabilidad,1,7.16,97.33,alta,1,1,bajo
2313,Educación,7,11.05,84.61,alta,3,1,medio
2314,Ingeniería,1,18.4,70.44,alta,0,0,alto
2315,Educación,1,14.22,86.98,baja,5,4,medio
2316,Ingeniería,2,14.23,95.01,media,0,0,alto
2317,Administración,10,9.46,59.01,media,3,2,bajo
2318,Ingeniería,3,11.51,59.8,alta,3,5,bajo
2319,Educación,1,6.25,70.44,alta,0,5,medio
2320,Educación,9,13.46,58.46,alta,4,5,bajo
2321,Educación,10,15.5,68.02,baja,0,3,medio
2322,Administración,8,8.38,82.28,media,1,6,medio
2323,Administración,5,9.1,90.64,alta,5,3,alto
2324,Contabilidad,2,11.92,65.1,alta,5,2,medio
2325,Educación,5,12.38,64.09,media,0,1,medio
2326,Ingeniería,6,10.65,88.99,baja,2,1,bajo
2327,Administración,1,9.96,69.05,baja,0,7,alto
2328,Educación,4,9.99,90.92,baja,4,1,alto
2329,Educación,9,11.88,99.67,media,1,0,alto
2330,Administración,2,13.47,98.98,baja,0,6,bajo
2331,Contabilidad,5,11.88,83.13,alta,3,5,alto
2332,Administración,1,11.64,68.76,baja,1,0,bajo
2333,Administración,4,7.6,53.27,media,1,3,alto
2334,Ingeniería,4,14.17,86.9,baja,4,1,medio
2335,Ingeniería,6,11.87,98.9,media,5,1,alto
2336,Contabilidad,10,10.91,53.4,media,3,6,bajo
2337,Educación,9,12.64,50.31,baja,2,5,bajo
2338,Administración,3,9.89,91.59,alta,0,6,medio
2339,Contabilidad,9,10.96,55.11,media,2,7,medio
2340,Ingeniería,6,12.27,54.08,baja,5,2,bajo
2341,Administración,7,10.3,95.52,media,3,3,alto
2342,Educación,10,7.89,53.98,baja,1,5,medio
2343,Ingeniería,2,7.48,55.7,alta,4,0,medio
2344,Ingeniería,10,13.11,78.48,media,4,3,alto
2345,Ingeniería,6,11.92,87.84,alta,1,5,bajo
2346,Contabilidad,6,11.83,69.98,alta,4,7,medio
2347,Educación,2,9.1,71.03,alta,2,1,medio
2348,Administración,2,11.95,81.63,alta,5,1,bajo
2349,Contabilidad,2,11.0,75.27,alta,1,0,alto
2350,Contabilidad,10,10.5,50.93,baja,0,6,alto
2351,Contabilidad,1,11.81,55.68,alta,0,0,medio
2352,Ingeniería,5,12.74,79.08,baja,3,3,bajo
2353,Educación,8,16.37,89.68,alta,5,4,alto
2354,Contabilidad,2,13.41,88.16,alta,5,1,bajo
2355,Administración,5,14.14,87.0,media,1,1,medio
2356,Educación,8,14.76,88.56,baja,5,4,alto
2357,Administración,10,10.09,52.22,alta,2,3,bajo
2358,Educación,5,11.2,94.76,alta,5,2,bajo
2359,Administración,2,9.74,94.46,alta,1,2,medio
2360,Ingeniería,3,10.3,76.6,baja,1,1,alto
2361,Contabilidad,6,10.93,62.43,baja,2,2,medio
2362,Administración,5,10.24,79.61,baja,4,6,medio
2363,Educación,4,12.56,77.89,media,2,3,alto
2364,Contabilidad,4,13.08,61.15,media,1,2,bajo
2365,Contabilidad,5,8.73,80.16,alta,1,0,bajo
2366,Educación,2,11.22,89.86,baja,1,3,bajo
2367,Administración,9,11.25,90.31,baja,1,4,alto
2368,Ingeniería,2,8.32,52.98,media,3,1,medio
2369,Ingeniería,10,10.08,59.86,alta,4,3,bajo
2370,Administración,2,14.18,83.41,baja,1,2,bajo
2371,Contabilidad,10,14.15,92.99,baja,3,3,alto
2372,Contabilidad,9,7.93,76.06,alta,5,5,alto
2373,Contabilidad,3,13.18,85.38,media,1,4,medio
2374,Contabilidad,10,8.32,51.05,media,4,5,medio
2375,Administración,7,11.0,80.42,baja,4,3,bajo
2376,Contabilidad,4,11.76,98.1,alta,2,4,bajo
2377,Educación,6,13.88,83.05,alta,3,4,alto
2378,Contabilidad,4,11.56,96.11,alta,5,3,medio
2379,Ingeniería,10,9.47,78.3,baja,4,1,bajo
2380,Contabilidad,7,9.04,92.17,media,0,6,alto
2381,Administración,1,12.42,56.21,media,1,1,medio
2382,Ingeniería,3,10.42,56.18,media,4,2,medio
2383,Administración,3,10.98,56.01,media,5,5,medio
2384,Administración,1,14.43,74.44,media,5,3,alto
2385,Ingeniería,6,13.09,66.51,baja,3,5,medio
2386,Administración,9,15.97,85.96,baja,3,5,alto
2387,Administración,8,9.45,95.13,media,3,3,alto
2388,Contabilidad,7,10.23,80.97,media,2,7,alto
2389,Educación,10,12.46,60.66,baja,5,0,medio
2390,Administración,8,16.55,96.54,media,1,1,bajo
2391,Administración,6,10.01,76.39,media,0,7,bajo
2392,Administración,9,12.1,86.0,media,3,7,alto
2393,Contabilidad,3,15.3,94.53,alta,1,4,alto
2394,Educación,10,12.12,99.49,media,3,7,bajo
2395,Ingeniería,10,14.55,75.3,alta,3,0,medio
2396,Contabilidad,9,16.89,90.4,media,5,3,bajo
2397,Contabilidad,4,12.74,78.34,media,0,0,bajo
2398,Educación,7,13.15,74.32,baja,1,1,medio
2399,Educación,9,13.86,76.89,baja,3,3,alto
2400,Contabilidad,2,9.74,74.21,baja,5,7,bajo
2401,Ingeniería,2,8.3,71.05,alta,2,5,alto
2402,Contabilidad,9,12.4,86.19,alta,3,5,medio
2403,Educación,3,10.44,62.48,media,5,1,medio
2404,Ingeniería,9,14.63,80.82,alta,1,0,medio
2405,Educación,5,12.79,85.65,baja,4,7,medio
2406,Ingeniería,6,14.59,94.6,alta,3,7,medio
2407,Administración,2,9.0,66.59,media,2,2,alto
2408,Educación,8,14.5,93.03,alta,2,6,medio
2409,Educación,9,6.25,97.26,baja,3,7,alto
2410,Contabilidad,2,9.2,82.43,media,1,4,medio
2411,Educación,6,13.58,88.57,alta,3,4,alto
2412,Educación,6,10.74,70.29,media,2,6,medio
2413,Administración,8,10.98,97.61,media,3,6,medio
2414,Educación,10,12.27,83.54,alta,2,2,alto
2415,Administración,5,15.55,65.51,media,4,2,bajo
2416,Administración,9,7.2,70.21,alta,3,2,medio
2417,Administración,1,15.12,80.89,baja,0,1,alto
2418,Administración,9,15.27,61.71,baja,3,7,alto
2419,Ingeniería,10,10.74,87.7,alta,2,3,bajo
2420,Contabilidad,7,10.26,61.23,alta,1,2,medio
2421,Ingeniería,4,11.71,79.59,media,2,7,bajo
2422,Educación,3,10.21,84.85,alta,4,7,alto
2423,Ingeniería,10,12.86,92.99,media,1,1,medio
2424,Ingeniería,6,13.19,86.7,baja,0,5,bajo
2425,Educación,1,8.12,89.94,alta,0,0,medio
2426,Educación,3,9.7,95.65,baja,4,0,alto
